investor_risk_capacity,investor_risk_tolerance,investor_behavioral_fragility,investor_time_horizon_strength,investor_effective_risk_tolerance,investor_time_horizon_years,asset_returns_60d_ma,asset_volatility_30d,asset_sharpe_ratio,asset_sortino_ratio,asset_calmar_ratio,asset_max_drawdown,asset_skewness,asset_kurtosis,asset_beta,market_vix,market_volatility_level,market_vix_percentile,nifty50_level,market_return_1m,market_return_3m,market_regime_bull,market_regime_bear,risk_free_rate,market_top_sector_return,market_bottom_sector_return,market_sector_return_dispersion,portfolio_num_holdings,portfolio_value,portfolio_sector_concentration,portfolio_equity_pct,portfolio_commodity_pct,portfolio_avg_weight,portfolio_volatility,portfolio_sharpe,portfolio_max_drawdown
0.0,0.0,0.0,0.0,0.0,0.0,0.026761316359812944,0.9549180327868854,0.5091299677765844,0.7066450567260939,0.35911994322214336,0.9970573700860138,0.9927121290994276,0.15131778927761974,0.47970863683662845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05697842475349149,0.4077868852459016,0.11976369495166488,0.24797406807131273,0.556777856635912,0.9023414697295817,0.6777719937532536,0.16878347894909168,0.9562955254942768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4598491980279412,0.5766138551499715,0.4391753933504349,0.35617746649118853,0.42966424693650684,0.3945364573823039,0.7474273274534525,0.5981999920091968,0.28921484088935856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0042565243343954465,0.6471311475409836,0.5810955961331901,0.9469205834683954,0.5844570617459192,0.7822453863650186,0.6605934409161895,0.2789873438673173,0.530697190426639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06561790483815551,0.6549180327868853,0.8066595059076263,0.895867098865478,0.3317955997161107,0.7776475271244151,0.08849557522123891,0.3531778840647202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0719394756318121,0.932377049180328,0.2491944146079485,0.8111831442463532,0.7686302342086587,0.7073922379279938,0.20874544508068715,0.2247355113479664,0.46722164412070766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.894243190028099,0.23455773799197693,0.2972191374822587,0.30425656648172256,0.1402744676143336,0.0,0.5009703834345506,0.5036618277187205,0.4303519974654726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05002469688046923,0.4176229508196722,0.8818474758324383,0.04011345218800647,0.0,0.7780153558636633,0.834461218115565,0.6060439752375353,0.11862643080124868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.061150661477304843,0.4311475409836066,0.25671321160042965,0.3622366288492706,0.6596877217885025,0.8495580456474537,0.36127017178552845,0.6055802843613015,0.5931321540062436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03367290042754416,0.24262295081967217,0.765843179377014,0.00891410048622366,0.09545777146912704,0.656447957542107,0.03279541905257677,0.5245889446458033,0.6951092611862643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31885245901639353,0.30343716433942003,0.11547811993517015,0.9201561391057489,0.85783419228054,0.6975533576262365,0.4836295839118204,0.48074921956295513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.023937681405312994,0.5266393442622952,0.26423200859291085,0.6142625607779578,0.12029808374733854,0.7469338273971837,0.37220197813638733,0.27759627123861597,0.7793964620187303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04201737387517087,0.887704918032787,0.7003222341568206,0.705834683954619,0.3545067423704755,0.7474855705060561,0.8334200937011974,0.49645836482095473,0.8647242455775234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.07813461500959558,0.9991803278688525,0.35606874328678845,0.07901134521880064,0.7991483321504613,0.8449601864068503,0.4320666319625196,0.5559653606042883,0.0780437044745057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0022336216804253323,0.6114754098360657,0.021482277121374863,0.9554294975688815,1.0,0.93691737121892,0.3076522644456013,0.056106596024285985,0.6742976066597294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.031102128304790474,0.0,0.04994629430719656,0.3176661264181523,0.9833215046132009,0.9891490521921757,0.5877147319104634,0.38625449990272903,0.42872008324661803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7599517407207365,0.5793188664061542,0.26194157087601766,0.20947854006792635,0.46489481697955404,0.250441733014717,0.5691657195732863,0.7654653594894916,0.28223446850033107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06131923669846902,0.02663934426229514,0.7180451127819549,0.9011345218800647,0.5166784953867991,0.8352127248167709,0.10203019260801666,0.2723411079746333,0.5171696149843911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05664127431116314,0.6569672131147541,0.7164339419978518,0.23460291734197725,0.31831085876508164,0.9141119893855267,0.6668401874023947,0.5207248540105218,0.647242455775234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06376357740534958,0.3381147540983606,0.8737916219119227,0.4286871961102106,0.7714691270404543,0.917054619299513,0.09786569495054659,0.5536469062231194,0.4880332986472423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05086757298629011,0.32786885245901637,0.28571428571428575,0.32374392220421383,0.7487579843860895,0.8740186568074644,0.91410723581468,0.28764290689034766,0.08740894901144647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.047580356173588675,0.9122950819672131,0.2534908700322235,0.9570502431118313,0.9198012775017743,0.8070738262642774,0.6361270171785529,0.16723784269497913,0.15816857440166487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.004593674776723795,1.0,0.1648764769065521,0.0,0.8399574166075232,0.8995827541852197,0.7496095783446123,0.47250100288221,0.03954214360041619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06174067475137947,0.8,0.04940923737916218,0.4951377633711506,0.03335699077359829,0.8416497277536157,0.45028630921395113,0.5445276523238554,0.327783558792924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.023136949104783158,0.38360655737704913,0.2921589688506982,0.16612641815235005,0.5645848119233499,0.9838155354730758,0.7152524726704843,0.3480772844261488,0.06347554630593133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05967562829211831,0.36557377049180334,0.6321160042964554,0.5368719611021069,0.0681334279630944,0.9468487471786237,0.32483081728266533,0.11097668304528191,0.005202913631633721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.01904899999155189,0.15368852459016397,0.2577873254564984,0.16977309562398699,0.9265436479772889,0.6689541346765485,0.5366996356064551,0.2494656914137674,0.9843912591050988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0030764977862462115,0.11065573770491804,0.648764769065521,0.7499999999999999,0.5929737402413059,0.9933790826935309,0.38105153565851124,0.17233844233355058,0.8668054110301767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0730773583746703,0.7881147540983606,0.041890440386680994,0.15802269043760128,0.9286728176011356,0.8626159658907676,0.0,0.05842505040545483,0.6534859521331945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
